otc_id,otc_name,jan_code,otc_unit,otc_celler,otc_maker,otc_elements,備考
3506,ペアコール顆粒,4980673000377,18包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
3507,ペアコール顆粒,4980673000865,10包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
3508,ペアコールＫ顆粒,4987205880391,10包,ホーユー株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,R4.2追加
3509,ペアコールＫ錠,4987205880353,27錠,ホーユー株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,R4.2追加
3510,ペアコールＫ錠,4987205880360,54錠,ホーユー株式会社,ジェーピーエス製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン,R4.2追加
3511,ペアコールこどもかぜシロップ,4987469667721,120mL,サンドラッググループ,福地製薬株式会社,アセトアミノフェン、ジフェンヒドラミン、メチルエフェドリン、デキストロメトルファン,
3512,ペアコール錠,4980673000650,36錠,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
3513,ペアコール錠,4980673000667,72錠,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
3514,ペアコール咳止めシロップＳ,4987469234077,120mL,サンドラッググループ,福地製薬株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3515,ペアコール鼻炎カプセルＬＧプラス,4980673003859,48ｶﾌﾟｾﾙ,株式会社サンドラッグ,佐藤薬品工業株式会社,クロルフェニラミン,
3516,ペインサール顆粒　,4975687011372,6包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド,
3517,ペインサール顆粒　,4975687011389,30包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド,
3518,ペインサール顆粒　,4987166100583,20包,日新製薬株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド,R6.1発売元企業名変更
3519,ペインサール顆粒　,4987166100590,40包,日新製薬株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド,R6.1発売元企業名変更
3520,ペインサール顆粒　,,1包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド,JANコードなし
3521,ペディラス点鼻薬クール,4987037761455,30mL,,奥田製薬株式会社,クロルフェニラミン、ナファゾリン,
3522,ヘデクカプセル　２４カプセル,4987441200915,24ｶﾌﾟｾﾙ,平坂製薬株式会社,平坂製薬株式会社,アスピリン、アセトアミノフェン,
3523,ヘデクパウダー　１５包,4987441201912,15包,平坂製薬株式会社,平坂製薬株式会社,アスピリン、アセトアミノフェン,
3524,ヘデクパウダー　３０包,4987441201929,30包,平坂製薬株式会社,平坂製薬株式会社,アスピリン、アセトアミノフェン,
3525,ヘデクパウダー　６５包,4987441201936,65包,平坂製薬株式会社,平坂製薬株式会社,アスピリン、アセトアミノフェン,
3526,ベナエス鼻炎カプセルＮ,4987627040038,20ｶﾌﾟｾﾙ,第一薬品工業株式会社,第一薬品工業株式会社,クロルフェニラミン、フェニレフリン,
3527,ベネスロン,4980673003491,40錠,,アスゲン製薬株式会社,アスピリン,
3528,ベネスロン,4980673003507,80錠,,アスゲン製薬株式会社,アスピリン,
3529,ベネスロン,4987313610125,40錠,,アスゲン製薬株式会社,アスピリン,
3530,ペパールＦＸ,4987399028890,12mL,協和薬品工業株式会社,テイカ製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.2追加
3531,ペパール抗菌,4987399028333,15mL,テイカ製薬株式会社,テイカ製薬株式会社,クロルフェニラミン,R4.2追加
3532,ペパールＶα,4987399031289,10mL,日野薬品工業株式会社,テイカ製薬株式会社,クロルフェニラミン,R4.2追加
3533,ペラックコールドＴＤ錠,4987107046284,30錠,第一三共ヘルスケア株式会社,佐藤製薬株式会社,アセトアミノフェン、エテンザミド、ジヒドロコデイン、ジフェニルピラリン、メチルエフェドリン,
3534,ペラックスイート　ライムＳ,4987107047083,24粒,第一三共ヘルスケア株式会社,高市製薬株式会社,メチルエフェドリン,
3535,ペラックスイート　パインＳ,4987107047076,24粒,第一三共ヘルスケア株式会社,高市製薬株式会社,メチルエフェドリン,
3536,ペラックスイート　ブルーベリーＳ,4987107047069,24粒,第一三共ヘルスケア株式会社,高市製薬株式会社,メチルエフェドリン,
3537,ペラック総合かぜ薬細粒,4987107616166,40包,第一三共ヘルスケア株式会社,ダイト株式会社,アセトアミノフェン,
3538,ペラック総合かぜ薬細粒,4987107631176,44包,第一三共ヘルスケア株式会社,ダイト株式会社,アセトアミノフェン,
3539,ベラミスＦ,4936695451970,192錠,株式会社カインズ,寧薬化学工業株式会社,マオウ,
3540,ベラミスＦ,4936695564205,84錠,株式会社カインズ,寧薬化学工業株式会社,マオウ,
3541,ベラミスＦ,4966486500518,216錠,株式会社ピース薬品,寧薬化学工業株式会社,マオウ,
3542,ベリーＡ錠,4987336761453,60錠,,小林薬品工業株式会社,クロルフェニラミン,
3543,ベリコデエース錠,4961248006123,36錠,,三宝製薬株式会社,メチルエフェドリン,
3544,ベリコデエース錠,4961248006130,60錠,,三宝製薬株式会社,メチルエフェドリン,
3545,ベリコデせきどめ顆粒,4961248006086,9包,,三宝製薬株式会社,メチルエフェドリン,
3546,ベリコデせきどめ顆粒,4961248006093,18包,,三宝製薬株式会社,メチルエフェドリン,
3547,ベリコン咳止め錠,4987307000116,60錠,中外医薬生産株式会社,中外医薬生産株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3548,ベリコン咳止め錠,4987307000130,60錠,中外医薬生産株式会社,中外医薬生産株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3549,ベリコン咳止め錠,4987037731014,60錠,奥田製薬株式会社,中外医薬生産株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,R4.5JANコード訂正
3550,ベリコンＷエース,4987307020251,120?L,中外医薬生産株式会社,中外医薬生産株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3551,ベリコンＷエース,4987307020428,120?L,中外医薬生産株式会社,中外医薬生産株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3552,ベリコンＷエース,4987307020596,120?L,中外医薬生産株式会社,中外医薬生産株式会社,クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3553,ベルゲンカプセルⅢ,4954007020324,20ｶﾌﾟｾﾙ,明治薬品株式会社,大協薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,
3554,ベルゲンカプセルⅢ,4954007020331,30ｶﾌﾟｾﾙ,明治薬品株式会社,大協薬品工業株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、ノスカピン、メチルエフェドリン,
3555,ベルゲンシロップ（小児用）,4954007050253,48mL,,明治薬品株式会社,アセトアミノフェン、クロルフェニラミン、メチルエフェドリン,
3556,ベルサダンＧＫ顆粒,4962307164129,12包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
3557,ベルサダンＧＫ顆粒,4962307164136,24包,協和薬品工業株式会社,協和薬品工業株式会社,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、メチルエフェドリン,
3558,ヘルビックＳ顆粒,4987402042400,9包,大昭製薬株式会社,大昭製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3559,ヘルビックＳ顆粒,4987402042509,18包,大昭製薬株式会社,大昭製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3560,ヘルビックＳ顆粒・ゴールド,4987402042806,9包,大昭製薬株式会社,大昭製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3561,ヘルビックＳ顆粒・ゴールド,4987402042905,18包,大昭製薬株式会社,大昭製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3562,ベルロビンＥＸ,4580159120423,15mL,ユニテックメディカル株式会社,佐賀製薬株式会社,クロルフェニラミン,
3563,ベルロビンＥＸ,4981736121213,15mL,佐賀製薬株式会社,佐賀製薬株式会社,クロルフェニラミン,
3564,ベルロビンプレミアム,4981736124917,13mL,佐賀製薬株式会社,佐賀製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,R4.5追加
3565,ペレトンアルファ,4976084048206,10g,日邦薬品工業株式会社,万協製薬株式会社,ジフェンヒドラミン,
3566,ペレトンアルファＥＸ,4976084698715,15g,日邦薬品工業株式会社,万協製薬株式会社,ジフェンヒドラミン,
3567,ベロリチンＥＸ点眼薬,4976084154341,15mL,日邦薬品工業株式会社,佐賀製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,
3568,ベンザエースＡ,4987123145183,72錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
3569,ベンザエースＡゴールドＷ錠,4987910003146,45錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,R6.9追加
3570,ベンザエースＡゴールドＷ錠,4987910003153,90錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,R6.9追加
3571,ベンザエースＡ錠,4987123145190,60錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
3572,ベンザエースＡ錠,4987123145206,120錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
3573,ベンザエースＡ錠,4987123701280,50錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、デキストロメトルファン、メチルエフェドリン,
3574,ベンザ鼻炎スプレー,4987123145268,14mL,アリナミン製薬株式会社,アリナミン製薬株式会社,クロルフェニラミン、テトラヒドロゾリン,
3575,ベンザ鼻炎薬α〈１日２回タイプ〉,4987123145275,12錠,アリナミン製薬株式会社,アリナミン製薬株式会社,クロルフェニラミン,
3576,ベンザ鼻炎薬α〈１日２回タイプ〉,4987123146197,24錠,アリナミン製薬株式会社,アリナミン製薬株式会社,クロルフェニラミン,
3577,ベンザブロックＳ,4987123144797,18錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3578,ベンザブロックＳ,4987123144872,30錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3579,ベンザブロックＳ錠,49675030,36錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3580,ベンザブロックＳ錠,4987123144889,60錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3581,ベンザブロックＳプラス,4987123700818,18錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3582,ベンザブロックＳプラス,4987123700825,30錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3583,ベンザブロックＳプラス錠,49675337,36錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3584,ベンザブロックＳプラス錠,4987123700849,60錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3585,ベンザブロックＳプレミアム,4987910710648,12錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3586,ベンザブロックＳプレミアム,4987910710655,24錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3587,ベンザブロックＳプレミアム錠,4987910710761,30錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3588,ベンザブロックＳプレミアム錠,4987910710778,45錠,アリナミン製薬株式会社,アリナミン製薬株式会社,アセトアミノフェン、クロルフェニラミン、ジヒドロコデイン、メチルエフェドリン,
3589,ベンザブロックせき止め液,4987123700450,80mL,アリナミン製薬株式会社,アリナミン製薬株式会社,ジヒドロコデイン、メチルエフェドリン,
3590,ベンザブロックせき止め液１回量のみ切りタイプ,4987123700283,10mL×3,アリナミン製薬株式会社,アリナミン製薬株式会社,ジヒドロコデイン、メチルエフェドリン,
3591,ベンザブロックせき止め液１回量のみ切りタイプ,4987123700290,10mL×6,アリナミン製薬株式会社,アリナミン製薬株式会社,ジヒドロコデイン、メチルエフェドリン,
3592,ベンザブロックトローチ,4987123139588,24錠,アリナミン製薬株式会社,アリナミン製薬株式会社,デキストロメトルファン,
3593,ポインティアクールＧ,4987373081811,8枚(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,R6.7追加
3594,ポインティアクールＧ,4987373081804,8枚×8袋(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,R6.7追加
3595,ポインティアＧ冷感,4987373073335,8枚×8袋(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,
3596,ポインティアＧ冷感,4987373073342,8枚(1枚ｻｲｽﾞ:14×10cm),テイコクファルマケア株式会社,帝國製薬株式会社,サリチル酸グリコール,
3597,芳仙丹,4987474510210,180錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン,
3598,芳仙丹,4987474510111,45錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン,R5.5追加
3599,防風通聖散　貴祕薬,4541082001470,270錠,株式会社ファーマフーズ,株式会社セルメディックス,マオウ,R5.2追加
3600,防風通聖散エキスＺ錠クラシエ,4987045108419,330錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3601,防風通聖散エキスＺ錠クラシエ,4987045108426,330錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3602,防風通聖散エキスＺ錠クラシエ,4987045108570,330錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3603,防風通聖散エキスＺ錠クラシエ,4987045108587,450錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3604,防風通聖散エキスＺ錠クラシエ,4987045108594,330錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3605,防風通聖散エキスＺ錠クラシエ,4987045109706,330錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3606,防風通聖散エキスＺ錠クラシエ,4987045109713,450錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R4.12追加 R5.10継承に伴い、製造販売業者名変更
3607,防風通聖散エキスＺ錠クラシエ,4987045108631,105錠,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R6.4追加
3608,防風通聖散エキス［細粒］５７,4987457057923,2g×48包,松浦薬業株式会社,松浦薬業株式会社,マオウ,R4.2追加
3609,防風通聖散エキス［細粒］５７,4987457057992,500g,松浦薬業株式会社,松浦薬業株式会社,マオウ,R4.2追加
3610,防風通聖散エキス［細粒］５７,4987457057930,2g×300包,松浦薬業株式会社,松浦薬業株式会社,マオウ,R4.2追加
3611,防風通聖散エキス［細粒］５７,4987457057947,2g×30包,松浦薬業株式会社,松浦薬業株式会社,マオウ,R4.2追加
3612,防風通聖散エキス細粒Ｇ「コタロー」,4987301003533,2.4g×90包,小太郎漢方製薬株式会社,小太郎漢方製薬株式会社,マオウ,
3613,防風通聖散エキス錠Ｎ「コタロー」,4987301003724,168錠,小太郎漢方製薬株式会社,小太郎漢方製薬株式会社,マオウ,
3614,防風通聖散エキス錠〔大峰〕,4973512443114,168錠,サラヤ株式会社,大峰堂薬品工業株式会社,マオウ,
3615,防風通聖散エキス錠〔大峰〕,4976084401261,240錠,日邦薬品工業株式会社,大峰堂薬品工業株式会社,マオウ,
3616,防風通聖散エキス錠〔大峰〕,4987097258285,240錠,伸和製薬株式会社,大峰堂薬品工業株式会社,マオウ,
3617,防風通聖散エキス錠〔大峰〕,4987097658238,720錠,伸和製薬株式会社,大峰堂薬品工業株式会社,マオウ,
3618,防風通聖散エキス錠〔大峰〕,4987304062261,180錠,ナガタ薬品,大峰堂薬品工業株式会社,マオウ,
3619,防風通聖散　貴祕薬,4954007024131,270錠,株式会社ファーマフーズ,明治薬品株式会社,マオウ,R7.1追加
3620,防風通聖散錠ＳＳ,4580372303177,180錠,ジェイフロンティア株式会社,ダンヘルスケア株式会社,マオウ,R6.11追加
3621,防風通聖散錠ＳＫゴールド,4987076605499,360錠,,株式会社阪本漢法製薬,マオウ,R5.11追加
3622,防風通聖散錠ＤＫ,4580094540027,360錠,株式会社ダイコク,ＯＪＡＳ　ＰＨＡＲＭＡ株式会社,マオウ,
3623,防風通聖散料,4975031030202,100包,,東洋漢方製薬株式会社,マオウ,R4.2追加
3624,防風通聖散料Ａエキス細粒三和生薬,4987327099183,500g,三和生薬株式会社,三和生薬株式会社,マオウ,
3625,防風通聖散料Ａエキス細粒「分包」三和生薬,4987327099145,30包,三和生薬株式会社,三和生薬株式会社,マオウ,
3626,防風通聖散料Ａエキス細粒「分包」三和生薬,4987327099169,90包,三和生薬株式会社,三和生薬株式会社,マオウ,
3627,防風通聖散料Ａエキス錠三和生薬,4589662350266,270錠,株式会社虎ノ門堂,三和生薬株式会社,マオウ,
3628,防風通聖散料Ａエキス錠三和生薬,4987327099091,900錠,三和生薬株式会社,三和生薬株式会社,マオウ,
3629,防風通聖散料Ａエキス錠三和生薬,4987327099411,270錠,三和生薬株式会社,三和生薬株式会社,マオウ,
3630,防風通聖散料エキス顆粒ＫＭ,4987346568738,500g,一元製薬株式会社,北日本製薬株式会社,マオウ,
3631,防風通聖散料エキス顆粒クラシエ,4987045047558,45包,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3632,防風通聖散料エキス顆粒クラシエ,4987045070556,90包,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.10継承に伴い、製造販売業者名変更
3633,防風通聖散料エキス顆粒クラシエ,4987045012044,90包,クラシエ薬品株式会社,クラシエ株式会社,マオウ,R5.8追加 R5.10継承に伴い、製造販売業者名変更
3634,防風通聖散料エキス細粒〔勝昌〕,4987465060021,100g,株式会社東洋薬行,株式会社東洋薬行,マオウ,
3635,防風通聖散料エキス錠「至聖」,4987416034538,450錠,,北日本製薬株式会社,マオウ,R5.1追加
3636,防風通聖散料エキス錠「至聖」,4987416184523,540錠,,北日本製薬株式会社,マオウ,R6.9追加
3637,防風通聖散料エキス錠「創至聖」,4954007024025,360錠,明治薬品株式会社,北日本製薬株式会社,マオウ,R5.3追加
3638,防風通聖散料エキス錠「至聖」,4987416034514,396錠,,北日本製薬株式会社,マオウ,
3639,防風通聖散料エキス錠「至聖」,4987416064511,540錠,,北日本製薬株式会社,マオウ,
3640,防風通聖散料エキス錠「至聖」,4987416064528,558錠,,北日本製薬株式会社,マオウ,
3641,防風通聖散料エキス錠「至聖」,4987416154519,396錠,,北日本製薬株式会社,マオウ,
3642,防風通聖散料エキス錠「至聖」,4987416184516,540錠,,北日本製薬株式会社,マオウ,
3643,防風通聖散料エキス錠「至聖」,4987416194515,540錠,,北日本製薬株式会社,マオウ,
3644,防風通聖散料エキス錠「創至聖」,4987416034118,168錠,,北日本製薬株式会社,マオウ,
3645,防風通聖散料エキス錠「創至聖」,4987416034125,336錠,,北日本製薬株式会社,マオウ,
3646,防風通聖散料エキス錠「創至聖」,4987416034132,168錠,,北日本製薬株式会社,マオウ,
3647,防風通聖散料エキス錠「創至聖」,4987416034149,360錠,,北日本製薬株式会社,マオウ,
3648,防風通聖散料エキス錠「創至聖」,4987416064115,384錠,,北日本製薬株式会社,マオウ,
3649,防風通聖散料エキス錠「寧薬」,,360錠,株式会社ジェネリック薬品,寧薬化学工業株式会社,マオウ,JANコードなし
3650,防風通聖散料「タキザワ」,4974961100474,1包,株式会社タキザワ漢方廠,株式会社タキザワ漢方廠,マオウ,
3651,防風通聖散料「タキザワ」,4974961180353,10包,株式会社タキザワ漢方廠,株式会社タキザワ漢方廠,マオウ,
3652,ボーツーンＮ「コタロー」,4987301003137,180錠,小太郎漢方製薬株式会社,小太郎漢方製薬株式会社,マオウ,
3653,ボーツーンＮ「コタロー」,4987301003144,540錠,小太郎漢方製薬株式会社,小太郎漢方製薬株式会社,マオウ,
3654,ホームパスＥα,4987475118521,140枚,株式会社大石膏盛堂,株式会社大石膏盛堂,サリチル酸メチル,
3655,ホームパス温膏,4987475118538,156枚,株式会社大石膏盛堂,株式会社大石膏盛堂,サリチル酸メチル,
3656,ホームメディックレガート,4956622110671,16g,ジャパンメディック株式会社,ジャパンメディック株式会社,ジフェンヒドラミン,R5.4追加
3657,ホームラン,,2包入,和平製薬株式会社,和平製薬株式会社,アセトアミノフェン、エテンザミド,R4.3追加　JANコードなし
3658,ポケムヒＳ,4987426002640,15mL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,
3659,ポケムヒＳ,4987426002657,15mL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,
3660,ポケムヒＳ,4987426003173,15mL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,R5.12追加
3661,ポケムヒＳ,4987426003180,15mL,株式会社　池田模範堂,株式会社　池田模範堂,ジフェンヒドラミン,R5.12追加
3662,ポジョンゴールド「顆粒」　,4517549001055,9包,株式会社カッセイシステム,株式会社廣昌堂,アセトアミノフェン、エテンザミド、ノスカピン、メチルエフェドリン,
3663,ポジョンゴールド「顆粒」,4975687016148,12包,ノーエチ薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド、ノスカピン、メチルエフェドリン,
3664,ポジョンゴールド「顆粒」,,5包,日興薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド、ノスカピン、メチルエフェドリン,JANコードなし
3665,ポジョンホワイト,,6ｶﾌﾟｾﾙ,日興薬品株式会社,株式会社廣昌堂,アセトアミノフェン、エテンザミド、クロルフェニラミン、ジヒドロコデイン、ジリュウ、ノスカピン、メチルエフェドリン,JANコードなし
3666,ホッカパス温膏,4987475118453,156枚,株式会社大石膏盛堂,株式会社大石膏盛堂,サリチル酸メチル,
3667,ホッカパス温膏,4987475118460,大判78枚,,株式会社大石膏盛堂,サリチル酸メチル,R4.5包装単位訂正
3668,ホットクレストＭ,4571292677714,32枚(8枚×4袋),株式会社ツルハグループマーチャンダイジング,株式会社タカミツ,サリチル酸メチル,
3669,ホットクレストＭ,4582451710357,8枚,株式会社ツルハグループマーチャンダイジング,株式会社タカミツ,サリチル酸メチル,
3670,ホットクレストＭ,4582451711682,7枚,株式会社ツルハグループマーチャンダイジング,株式会社タカミツ,サリチル酸メチル,R6.7追加
3671,ホットクレストＭ,4582451711651,35枚(7枚×5袋),株式会社ツルハグループマーチャンダイジング,株式会社タカミツ,サリチル酸メチル,R6.7追加
3672,ホットクレストＴ,4571292674621,28枚(7枚×4袋),株式会社ツルハグループマーチャンダイジング,株式会社ミクロ薬品,サリチル酸メチル,R4.2追加
3673,ホットクレストＴ,4571292674737,7枚,株式会社ツルハグループマーチャンダイジング,株式会社ミクロ薬品,サリチル酸メチル,R4.2追加
3674,ホットジェイパスＵ,4987487103577,6枚,,株式会社タカミツ,サリチル酸メチル,
3675,ホットジェイパスＵ,4987487103584,24枚(6枚×4袋),,株式会社タカミツ,サリチル酸メチル,
3676,ホットシンパスａ,4987487102204,6枚,,株式会社タカミツ,サリチル酸メチル,
3677,ホットシンパスａ,4987487102211,24枚(6枚×4袋),,株式会社タカミツ,サリチル酸メチル,
3678,ホットビハーラＵ,4987487103256,8枚,,株式会社タカミツ,サリチル酸メチル,
3679,ホットビハーラＵ,4987487103263,24枚(8枚×3袋),,株式会社タカミツ,サリチル酸メチル,
3680,ホットメトテックａ,4973160036140,14枚,,株式会社キンエイクリエイト,サリチル酸メチル,
3681,ホットメトテックａ,4973160036157,28枚,,株式会社キンエイクリエイト,サリチル酸メチル,
3682,ホットメトテックａ,4973160036164,7枚,,株式会社キンエイクリエイト,サリチル酸メチル,
3683,ホットメトテックａ,4973160036218,14枚,,株式会社キンエイクリエイト,サリチル酸メチル,
3684,ホットメトテックａ,4973160036225,28枚,,株式会社キンエイクリエイト,サリチル酸メチル,
3685,ホットメトテックａ,4973160036232,7枚,,株式会社キンエイクリエイト,サリチル酸メチル,
3686,ホットリフェンダａ,4987487101658,6枚,,株式会社タカミツ,サリチル酸メチル,
3687,ホットリフェンダａ,4987487101665,30枚(6枚×5袋),,株式会社タカミツ,サリチル酸メチル,
3688,ホットリフェンダａ,4987487102730,6枚,,株式会社タカミツ,サリチル酸メチル,
3689,ホットリフェンダａ,4987487102792,72枚(6枚×12袋),,株式会社タカミツ,サリチル酸メチル,
3690,ホットリフェンダａ,4987487103034,6枚,ゲンキー株式会社,株式会社タカミツ,サリチル酸メチル,
3691,ホットリフェンダａ,4987487103041,24枚(6枚×4袋),ゲンキー株式会社,株式会社タカミツ,サリチル酸メチル,
3692,ホノビエン錠ｄｅｕｘ,4987474165113,36錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン,
3693,ホノビエン錠ｄｅｕｘ,4987474165212,90錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン,
3694,ホノビエン錠ｄｅｕｘ,4987474165311,300錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン,
3695,ホノピレチン,4987474146136,27ｶﾌﾟｾﾙ,剤盛堂薬品株式会社,剤盛堂薬品株式会社,エテンザミド、クロルフェニラミン、ノスカピン,
3696,ホノピレチン,4987474146211,45ｶﾌﾟｾﾙ,剤盛堂薬品株式会社,剤盛堂薬品株式会社,エテンザミド、クロルフェニラミン、ノスカピン,
3697,ホノピレチン,4987474146525,1200ｶﾌﾟｾﾙ,剤盛堂薬品株式会社,剤盛堂薬品株式会社,エテンザミド、クロルフェニラミン、ノスカピン,
3698,ホノピレチンＥＰ錠,4987474000018,36錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,アセトアミノフェン、クロルフェニラミン、ノスカピン,R6.1追加
3699,ホノピレチンＥＰ錠,4987474000025,63錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,アセトアミノフェン、クロルフェニラミン、ノスカピン,R6.1追加
3700,ホノピレチン「せき」,4987474147119,72錠,剤盛堂薬品株式会社,剤盛堂薬品株式会社,クロルフェニラミン、ノスカピン,
